type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built
land,,"PRAIRIE ESTATES LOT 330: This homesite is now available in The Prairie Estates Neighborhood in The Community of Bishops Bay. This lot backs to the orchard area and is a close walk to the 14 acre park in the Farm and Prairie Neighborhood. Chose from one of our exceptional builders to design and build your dream home, or bring your own builder. A limited number of lots are still available; be part of this incredible community.",360000.0,,,,,,,,
condos,condo,"Enjoy this 1-bedroom, 1-bath condo overlooking the pool and wooded surroundings at The Dells Club. This fully furnished second-story unit features a comfortable layout and offers great views in a pleasant setting. Community amenities include an outdoor pool, tennis courts, a fitness center, playgrounds, community garden and clubhouse. Conveniently located about 10 minutes from attractions, dining, shopping, and entertainment in Wisconsin Dells and near the scenic Wisconsin River. This property offers a great opportunity for a personal getaway, investment, or year-round residence.",119900.0,616.0,,1.0,1.0,1.0,1.0,,1984.0
single_family,,"Get ready for a home that brings the fun & is so welcoming. The main living space opens up w/ a vaulted ceiling & dual-sided fireplace. The kitchen has appliance package & a breakfast bar. The primary has an en suite, while two add beds & a full bath w/ a tub round out the first floor. The LL is where things really get cool w/ an electric FP, bar setup, & bonus room ready for anything you dream up! Oversized 2.5-garage with insulated door. The 2nd stall measures at 142"" by 381""! The backyard is fully fenced and ready for summer with a massive concrete patio, hot tub, pergola, & shed. Big-ticket items complete including new roof 2024, furnace 2021, & water heater in 2018. Check out the full updates list! Offers presented as they come. Showings start 3/12.",390000.0,2224.0,,3.0,2.0,2.0,2.0,2.0,1998.0
condos,condo,"Check out this Gorgeously Updated, Turn-Key pet friendly first story condo. Easy no-step entry w/Secure Access. Updates include a Sophisticated Wall of Pella Patio Doors leading to your private outdoor patio. The Fabulously remodeled Kitchen boasts Solid Surface Countertops, Tiled Backsplash, Sleek Farm Sink & plus a Walk-in Pantry. All Newer Kitchen Appliances are included. Living Room offers an updated Gas Fireplace with very attractive flame that can be converted back to wood if desired. Updated Laminate Flooring throughout the condo. The spacious Master Bedroom with Walk-In closet is located just a few steps from the Full Bathroom. Full Bathroom features a large step in Shower. Spacious Laundry Room & W/D included. Private lower level storage room also included. Hurry!",209900.0,946.0,,2.0,1.0,1.0,1.0,,1981.0
condos,condo,"Main floor condo with Private entry plus 1 car attached garage, and 1 assigned parking spot outside your front door. Freshly painted and updated 2 bed, 2 full bath. New flooring throughout. Spacious kitchen, open to living room and dining room. Living room features glass doors to your patio, overlooking lush green space. Primary suite w/private bath and huge walk-in closet. In-unit washer & dryer hook ups. Association includes private outdoor swimming pool & sun deck.",228900.0,1140.0,1.0,2.0,2.0,2.0,2.0,1.0,1976.0
multi_family,,"Investment Opportunity! 2 nicely sized units conveniently located in the heart of Twin Lakes close to shopping, restaurants even health care. Resort area amenities include Lance Park/Beach on Spring Fed Lake Mary, Vale owned Ski Hills, many other nearby lakes and only 15 min to Lake Geneva. 5 minutes to Illinois for an easy commute. Both units were completely remodeled and have been recently refreshed to include new flooring and fresh paint. The Upper unit has an enclosed deck/courtyard to entertain in style. 2 car attached garage plus parking spaces. Live in one and rent the other or rent out both units. Currently Vacant-Easy to Show! Don't miss this one!",339000.0,2246.0,,6.0,2.0,2.0,2.0,2.0,1938.0
condos,condo,"Immaculate Condo in the highly desirable Yorkshire Condominiums! This beautifully maintained home has seen numerous updates since 2020, including a refreshed kitchen featuring an induction range/oven and stainless steel appliances. The guest bathroom has been tastefully and meticulously renovated. The condo also offers an open concept, living room with a vaulted ceiling and gas fireplace, a spacious primary suite with a walk-in closet and a finished lower-level family room-perfect for additional living or entertaining space. Move-in ready and full of modern updates!",285000.0,1338.0,1.0,2.0,2.0,2.0,2.0,2.0,1989.0
single_family,,"Brand new, beautifully built, and ready to impress! This 4BR/3BA Holmen gem offers incredible value with modern finishes and abundant space. Enjoy vaulted ceilings in the main living areas and master suite, a luxurious tiled walk-in shower with dual sinks, and a bright kitchen with quartz countertops. Two bedrooms on each level provide flexibility for family or guests. The 3-car garage and .3 acre lot seal the dealthis home delivers style, space, and savings in one stunning package.",464900.0,2738.0,1.0,4.0,3.0,3.0,3.0,3.0,2025.0
condos,condo,"NOTICE - This is a perfect opportunity for Investors, Developers & Builders to finish remodeling 3 condo units in the most desirable location of the entire 14 unit complex of Sunset Beach Condominiums. Seller started the project by gutting the 3 unit building down to the studs & added more sq. ft. by expanding the foundation footprint. Footprint is now approx 96'x22' for a total of more than 2, 100 sq ft. Seller has received approval from the condo association & the municipality to change the design from 3 units to 2 units if desired. With only the 4 outside stud walls standing, you can design the home you desire. The unit on the NW end of the building is in the coveted position of being only a few feet away from the shore of Green Bay. But all 3 units have a view of the Beautiful Bay.",249000.0,,,0.0,,,,,1970.0
single_family,,"Welcome to the distinguished Day Lily floor plan by Midwest Design Homes, an elegant new construction on a picturesque, tree-lined lot. This 4-bedroom, 2.5-bath home features an open-concept main level filled with natural light and refined design. The impressive kitchen offers soft-close cabinetry, quartz countertops, a center island, and walk-in pantry. The main-floor primary suite provides a serene retreat with a walk-in closet and bath. A main-level laundry suite and powder room add everyday convenience. Upstairs includes three spacious bedrooms and a full bath. The lower level offers future expansion with an egress window and bath stubbed in. Focus on Energy Inspected and backed by a Lifetime Limited Dry Basement Guarantee, plus charming curb appeal and an attached 3.5-car garage.",525000.0,2064.0,,4.0,3.0,2.0,2.0,3.0,2025.0
multi_family,,"Tired of staring at those sad, Frankenstein'd old houses turned into multifamily mishmashes? Buckle up, because here's the magic phrase that'll make your real estate heart skip a beat: TWO-FLAT FOR SALE IN MADISON! Whether you're an owner-occupant dreaming of your perfect pad or a savvy investor plotting your empire, this is a great fit. Both units will be delivered vacant. No awkward tenant tango or move-out drama. Yes, this one needs work, and now is the time to roll up your sleeves and build equity the old fashioned way. Don't forget about the large detached garage, which makes this an ideal opportunity for an owner that is stoked to offer a superior product and maximize income. This isn't just a property-it's your ticket to finally get in the game! Grab it before it's gone.",350000.0,,,4.0,2.0,2.0,2.0,,1955.0
single_family,,"Perched on a wooded hillside with expansive views of the city below, this one of a kind home offers a setting that feels tucked into nature yet just minutes from everything. Its distinctive design stands apart from the ordinary. The main level features a kitchen, large living room, formal dining area, and a sun filled solarium that brings the outdoors in. Upstairs, you'll find five bedrooms and two full baths. The lower level includes a family room, sixth bedroom, half bath, and laundry. Multiple decks and balconies provide places to enjoy the surroundings and city views. Recent updates include a new roof, siding, deck, primary bath, and newer flooring throughout the main level. Conservancy land with walking trails sits just behind the home, with Springbrook Park just down the hill.",399900.0,3000.0,2.0,6.0,3.0,2.0,2.0,2.0,1965.0
single_family,,"Welcome to your new home! This home offers a rare combination of green belt access, along with a relatively affordable price point. With ample space on the main floor, along with a finished basement, this home has so much to offer. Schedule your showing today and make it your own!",374900.0,2613.0,1.0,3.0,3.0,3.0,3.0,2.0,1977.0
land,,"Opportunity awaits on this 103-acre Iowa County property located on the edge of Barneveld, WI. Featuring a rolling landscape and highly desirable location, this property offers excellent rural subdivision potential for developers, investors, or those looking to create a thoughtfully planned rural community or business venture. The gently rolling terrain provides scenic building sites with attractive countryside views and natural character. With proximity to Military Ridge State Trail and Blue Mounds State Park, the location offers abundant recreational opportunities while maintaining convenient access to surrounding communities. The property also benefits from a strategic location near major regional employers and amenities. It sits just minutes from Vortex in Barneveld, and within an easy commute to Epic Systems in Verona and the University of Wisconsin-Madison, making the area increasingly attractive for residential development opportunities. The existing farmstead includes a 4-bedroom, 1-bath home that features oak cabinetry and farmhouse character along with multiple farm buildings including: Three large pole buildings Shop/garage building Large dairy barn Additional farm structures These improvements could easily be repurposed for business, hobby, agricultural or storage use while development plans take shape. Located just 20 miles from Verona and 30 miles to Madison, this property combines rural beauty with convenient access to employment centers, recreation, and growing communities- making it a rare opportunity for those seeking land with long-term development potential in a growing area. Properties of this size and location rarely become available, call today for a private showing.",1900000.0,,,,,,,,
land,,"Nestled between the serene waters of Cranberry Lake and Crystal Lake, this expansive 7.57-acre parcel offers the perfect blend of privacy, nature, and convenience. Located in the heart of Wascott, WI, this property is ideal for outdoor enthusiasts, weekend adventurers, or those seeking a peaceful escape. This property includes a garage for storage or workshop use, camper on-site for immediate recreational use or weekend stays, private well and septic system already installed, and easy access to nearby lakes and trails for ATV/UTV/snowmobiling. Whether you're looking to build your dream cabin, set up a seasonal getaway, or invest in a slice of Wisconsin wilderness, this property delivers. Enjoy the quiet charm of Douglas County with endless possibilities for relaxation and recreation.",190000.0,,,,,,,,
single_family,,"Stunning custom, all-brick executive lake home with 93' of frontage on Lake Sinissippi can be yours! An hour from Downtown MKE, this meticulously maintained property offers nearly 3,800 square feet of beautiful living space & nearly $200,000 in upgrades. Enjoy expansive lake views through 52+ windows that fill the home with natural light. The thoughtfully designed floor plan is ideal for both everyday living & entertaining. Recent improvements include a new furnace, appliances, lighting, ceiling fans, countertops, faucets, composite deck & three-season porch. Lovely custom two-sided stone fireplace, Wolf 48'' dual-fuel pro range/oven, coffee bar, hot tub, carpeting, fresh interior paint, water heater, and more. Experience true indoor-outdoor living enjoying all that lake life has to offer!",1100000.0,3753.0,1.0,4.0,3.0,3.0,3.0,2.0,2003.0
single_family,,"Town of Rhine 3 bedroom ranch home perched up for phenomenal views. This sprawling home (2400 main level sq feet) features X large living room (fireplace), private office/study or family room, well appointed kitchen (hard surface counters/tile backsplash), and option of open concept dining area and/or dining room. Three bedrooms w/master featuring dressing area and w/i closet. The updated full bath features w/i shower, lg vanity and closet/cabinet space. Additional half bath and supersized mud, laundry and pantry room on main level. LL is finished with rec space, bar, workshop and canning space. The 2 car garage is attached and all this on 1.7 ac w/no subd restrictions.",415000.0,2971.0,1.0,3.0,2.0,1.0,1.0,2.0,1974.0
single_family,,Natural hardwood floors throughout this charming property located in the quaint village of Caroline. The large kitchen and dining room overlook the large yard and has views of the Embarrass River and the Caroline Pond. Spacious living room and the laundry has been installed on the main level. Lower level walkout to the yard and Embarrass River. The detached 2.5 car garage is insulated and ready for your hobbies. Additional outbuilding needs a little repair. The .9 acre lot offers plenty of room! Home is in need of some TLC.,225000.0,1098.0,,3.0,1.0,1.0,1.0,5.0,1958.0
single_family,,"Charming lannon stone home features large living room with expansive arched windows, natural fireplace, crown moldings, coved ceiling and arched doorway leading to formal dining room with more crown molding, leaded cottage style windows, hardwood floor and built-in china cabinet; two main floor bedrooms also have hardwood floors; bath has ceramic tile and pedestal sink; kitchen features parquet flooring and Euro-style cabinetry, appliances included. Lower level has a 2nd fireplace and rec room space; ample storage; pantry. Expandable attic or room for more storage!! Vinyl sided garage. Property is being sold AS-IS. Measurements approx. to be verified by buyer if important. See it today!",175000.0,1038.0,,2.0,1.0,1.0,1.0,1.0,1939.0
multi_family,,"Experience the perfect blend of historic charm & modern convenience in this stunning Bay View duplex! This property is a dream for an owner-occupant looking to build equity while enjoying a vibrant Milwaukee lifestyle. Think long term or short term rental! Inside, you'll find natural woodwork & timeless architectural character, all beautifully maintained w/a long list of recent updates for peace of mind. The rare, expansive side yard offers a private urban oasis for gardening or summer hosting--a true luxury in this neighborhood. Parking is effortless w/a detached garage plus 2 additional off-street spots. Just steps from Humboldt Park & minutes from the best local coffee shops & dining, this turn-key gem allows you to live in one unit & let the other help pay your mortgage. Welcome home!",389000.0,1819.0,,4.0,2.0,2.0,2.0,1.0,1910.0
single_family,,"1 acre, City of Pittsville. Live on the edge of town just steps away from the tranquil Yellow River. Ranch style house with huge living room open to dining area with access to the expansive backyard, 2 bedrooms, 1.5 bath and laundry room just off attached 2 stall garage. Lower level rec room, laundry area plus 2 additional rooms for office or den. Per Seller garden shed was repainted and new roof put on the shed in the summer of 2023. Unlimited possibilities. Easy access to Wisconsin Rapids and Marshfield area.",240000.0,1988.0,1.0,2.0,2.0,1.0,1.0,2.0,1985.0
single_family,,"This modern two-story home build by Wildflower Development is the open-concept Tulip floorpan! This layout seamlessly connects the spacious living room and kitchen. The kitchen also offers a large eat-in island, great for entertaining. A convenient powder room is located on the main floor, as well as a bench and hooks for an easy drop off zone. Upstairs, you'll find three bedrooms, the main with direct access to the full bath. The full basement offers plenty of storage space and is stubbed for plumbing, and includes and egress window! For added storage and ease, this 2-story includes a 2.5 car attached garage. 1 Year builder warranty included!",269900.0,1127.0,,3.0,2.0,1.0,1.0,2.0,2026.0
single_family,,"This elegantly refreshed ranch-style home offers captivating views over scenic Lincoln Creek Parkway. Step into a bright, open living area that flows effortlessly into a spectacular, fully renovated kitchen boasting premium cabinetry, sleek granite countertops, stainless steel appliances, and sophisticated tile flooring. Gleaming hardwood floors grace the living room and all three bedrooms. The updated bathroom features a contemporary vanity and exquisite tile surround and floors. Outside, relax in a private backyard enclosed by a newer privacy fence. Additional highlights include a 2023 water heater, attached two-car garage, and space for two more vehicles. Call today!",239900.0,1120.0,1.0,3.0,1.0,1.0,1.0,2.0,1956.0
single_family,,"Sale of home subject to School Board approval (please use this verbiage in any offer). Currently tax exempt! No property tax credit at closing. Designed & built by students from SASD. More than 25 students from the Sheboygan area School district work under direct supervision of industry professionals to construct this home. This program began in 1998 and has constructed 25+ homes in our community. Hundreds of students who have gone through this program are now working as trades professionals in our community. This 3 bedroom ranch boasts of smart siding exterior, Anderson windows; Kohler fixtures; quartz counter tops; custom Cherry cabinetry; GE appliances; tiled backsplash; high efficiency furnace; LVP flooring; lower is stubbed for future bath.",429900.0,1797.0,1.0,3.0,3.0,2.0,2.0,2.0,2024.0
single_family,,"Beautiful stone home with timeless character & thoughtful updates in one of Madison's most sought-after neighborhoods. This light-filled home showcases beautiful craftsmanship throughout. Gorgeous, newly remodeled kitchen features custom cabinetry, center island, quartz counters, high-end appliances & finishes & opens to large formal dining. Living space includes a cozy gas fireplace & broad window seat, perfect for books and conversation, & connects to den/office. Primary suite with walk-in shower and closet plus 3 additional beds & full bath round out the UL. Extra sleeping/flex space + full bath & rec room in LL for more room to spread out. Enjoy morning coffee or evening gatherings on the ML screened porch or an afternoon nap on the swing bed on the UL sleeping porch. Truly custom home in an unbeatable, walk-friendly location close to campus, parks, and local favorites.",1600000.0,3294.0,2.0,4.0,4.0,3.0,3.0,2.0,1913.0
single_family,,"Beautiful brick home on a quiet cul-de-sac in High Point Estates. Middleton Schools. With an ideal southern exposure, the sun streams over the large back yard into the family room, kitchen, dinette and sunroom. These rooms overlook the composite deck, lower patio and koi pond with waterfall, all backed by a panoramic natural setting, including Elver Park. Other houses are barely visible from this viewpoint. Kitchen features multiple upgrades, including induction cooktop and large granite island. Beautiful wood interiors. The cedar shingle roof and professional landscaping give memorable curb appeal. The house has central vac and 3 car garage, EV ready. Ample storage/workshop space. Offers due by Mon, March 16; however, seller reserves the right to accept an offer prior to the deadline.",1060000.0,5138.0,2.0,5.0,4.0,3.0,3.0,3.0,1989.0
single_family,,"Immaculate Ranch home set in Beautiful Vista Creek Subdivision! Enjoy this split-bedroom floor plan with the Primary Suite featuring walk in closet, additional closet and spacious bathroom with double sinks and walk in glass shower. The other end of the main floor includes two additional nice size bedrooms. Upon entering into the front foyer of the home you will see an open concept living space featuring vaulted ceilings in the living room with gas fireplace. The immaculate kitchen with custom built cabinets, walk in pantry and extra-large breakfast island and a dining room space with patio door access to the backyard deck! Embrace the main floor laundry room with mudroom off the attached 2 car garage. The lower level of the home boasts a great size family room, an additional 4th and 5th bedroom that are both nice size with good closet space and another full bathroom. There is a large storage space in the utility room with newer water heater (2023), radon mitigation system and home features an underground sprinkler system as well as central air. All appliances are included and home is close to schools, shopping, dining and park areas.",385000.0,2380.0,1.0,5.0,3.0,3.0,3.0,2.0,2014.0
single_family,,"Exceptional custom-built 4+ bedroom home in the desirable Murphy Farms community of Burlington! This move-in ready residence showcases a spacious open-concept design with vaulted ceilings and abundant south-facing natural light. The chef's kitchen features granite countertops, extensive custom cabinetry, and an oversized island perfect for gathering. A stunning floor-to-ceiling gas fireplace anchors the living and dining areas. A versatile main-level office/flex room is ideal for remote work. The primary suite offers a private patio walkout, walk-in closet, and spa-inspired bath with tiled shower and dual vanities. Upstairs includes three additional bedrooms and a generous bonus room. The backyard borders a serene conservancy pond, providing privacy and picturesque views.",619000.0,2388.0,2.0,4.0,3.0,2.0,2.0,2.0,2018.0
single_family,,"Welcome Home! Case & Son Homes presents this brand new construction - complete and move in ready - two-story home in the highly sought after Prairie View Subdivision in Arlington. Walk inside and fall in love with the spacious open concept living, dining and kitchen. The living room is highlighted by a stunning stone fireplace, creating a cozy and inviting space for gatherings. Upstairs, you will find the three bedrooms, including a serene primary suite complete with a luxurious tile shower. Enjoy the convenience of having the laundry room located on the upper level next to the bedrooms. LVP/LVT throughout the main level and laundry room with carpet on the upper level. Black windows and doors will be the perfect accent to the white vertical siding. Concrete patio included as well! Come check out all the custom features including the gorgeous railings and custom garage entry nook! This home is absolutely stunning!",439900.0,1591.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0
condos,condo,"Stately designed desirable end unit condo conveniently located on the south edge of the City of Fond du Lac with easy access to Hwy 151 bypass and Interstate 41. Wonderful natural sunlight, upgraded fixtures and custom window treatments throughout. Open concept cathedral ceiling floorplan with floor to ceiling stone fireplace to quartz center island kitchen with walk-in pantry and eat-in dining area. Tray ceilings in both primary bedroom suite and rear sunroom (currently used as dining room). Zero step entries, full appliance package, and oversized 26x24 garage with epoxy flooring. Lower level with egress windows stubbed for full bath for expandable living space. Offers covered front porch, maintenance free deck, and patio overlooking tasteful landscaping & treed greenspace area!",535000.0,1747.0,,2.0,2.0,2.0,2.0,,2023.0
single_family,,"MOTIVATED SELLER!! Dont miss this unique opportunity to own a 3-bedroom, 2.5-bath home in the heart of Hayward with excellent commercial exposure off Hwy 77 East. The current owner operated a successful beauty salon from the property under a conditional use permit from the City of Haywardmaking it ideal for a home-based business or small office. Inside, youll find a spacious and functional layout with plenty of natural light. The fenced-in yard offers privacy and room to relax. With its prime location, versatile zoning potential, and high visibility, this property is a rare find!",275000.0,3204.0,2.0,3.0,3.0,2.0,2.0,2.0,1976.0
condos,condo,"This slick one bedroom condo in the third ward is ready for you to come home. Nestled above Sweet Diner, one of the city's most popular brunch restaurants, you'll start your days with a full belly and access to a vibrant neighborhood complete with the city's most attractive boutiques. Walk to the nationally famous Public Market and enjoy a variety of fare. Shop for your furniture across the street at Restoration Hardware. See a show at the Skyline Theatre or pick up The Hop and scoot off to another part of the city. Your car will be warm and dry in the available underground garage parking and access to the highway couldn't be easier from this location. Experience Milwaukee to the fullest at the Cityside Lofts on Chicago Street! New furnace installed in 2026 and newer water heater.",285000.0,1068.0,1.0,1.0,1.0,1.0,1.0,1.0,1915.0
single_family,,"Welcome to this beautiful open-concept ranch in East Ridge Estates! The main level features vaulted ceilings, a gas fireplace, and custom finishes throughout. The kitchen offers quartz countertops, Amish-built cabinetry, and great functionality. This home includes three bedrooms and two baths, with a primary suite featuring a double vanity and walk-in shower. A convenient pocket office adds flexible workspace. The lower level includes egress windows, excellent storage, and a stubbed bathroom ready for future expansion. Enjoy the backyard from the screened-in porch, plus additional storage with an outbuilding. Complete with a two-car garage.",425000.0,1586.0,1.0,3.0,2.0,2.0,2.0,2.0,2022.0
single_family,,"Discover comfort and style in this beautifully designed single-story, open-concept home. The spacious layout features a luxurious master suite, generously sized bedrooms each with walk-in closets, and a stubbed lower-level bathroom with an egress window-ready for future expansion. Enjoy indoor-outdoor living with a good-sized yard perfect for entertaining or relaxing. Nestled in a desirable location, this home offers both convenience and charm. Don't miss this incredible opportunity! Addendum 1 to Offer to Purchase MUST be attached to offer.",449900.0,1624.0,,3.0,2.0,2.0,2.0,3.0,2025.0
single_family,,"Image is representative of home; colors may vary. All prices, promotions and specifications are subject to change at any time without notice based on the discretion of Veridian Homes.",449900.0,1690.0,2.0,3.0,3.0,2.0,2.0,2.0,
multi_family,,"Charming all-brick 2/[Redacted Entity]. Rich natural woodwork, classic built-ins, stained glass windows, coved entryways, and gleaming hardwood floors showcase its old-world appeal, while a newer roof and gutters add peace of mind. Bright kitchens feature new LVP flooring, updated cabinetry, butcher block countertops, and stylish tile backsplashes. The upper living room offers stained glass and a convenient murphy bed, while the lower boasts a stunning natural stone fireplace with wood mantel, flanked by built-ins and stained glass. Bathrooms are refreshed with new LVP flooring, modern vanities, tiled tub surrounds, and updated fixtures. No garage but parking in rear for 3 cars.",199900.0,2033.0,,3.0,2.0,2.0,2.0,3.0,1929.0
single_family,,"Show 3/13 New construction on wooded site available for you due to seller life change. Built w/ design detail & custom finishes, you will find expansive front porch, 9' ceilings on every level, hand hewn solid Black Locust hardwood floors, Red Birch Amish built custom cabinetry w/ 8'x7' butler pantry, gas fireplace w/ built ins & walnut mantle, glorious vaulted primary suite w/ 10 x 10 walk in closet that could also serve as nursery, office space, etc. 8' x 10' landing for computer, library, or reading. Soft close/soft open pocket doors, oversized windows, 15' x 14' concrete patio designed for future screen porch, 27' x 10' composite deck w/ hot tub outlet, LL wet bar, 400 amp service, 75 gallon water heater, drywalled & insulated 2.5 car garage w/ charging outlet. Steps from park, Frost Woods Beach & lake w/ lake view in winter.",950000.0,3588.0,2.0,5.0,4.0,4.0,4.0,2.0,2026.0
single_family,,"One buyer's loss is your gain! If you've been dreaming of a place where evenings are best spent on a front porch with a glass of lemonade this 1850 Federal-style gem is calling your name. Steeped in history yet full of warmth, this 4-bedroom, 1.5-bath home beautifully blends period character with everyday comfort. The kitchen is truly the heart of this home. Designed with space to cook, gather, and connect. Adjoining the kitchen is a formal dining room filled with natural light and character. Original details like the built-in china cabinet serve as a nod to the home's historic roots. Upstairs, you'll find generously sized bedrooms. The yard offers plenty of space for gardening, outdoor play, or simply enjoying. Your story begins here and it starts on that beautiful front porch.",205000.0,2000.0,2.0,4.0,2.0,1.0,1.0,2.0,1850.0
single_family,,"Welcome home to this beautifully maintained one-story ranch in New London! Pride of ownership shines throughout, with gorgeous hardwood floors in the living room and bedrooms and a bright picture window that fills the space with natural light. The lower level offers plenty of room for storage, a workshop, or whatever you can dream up. You'll also appreciate the convenience of an attached garage plus an included backyard shed for even more storage. Step outside to enjoy the spacious yard, ideal for entertaining, gardening, or simply relaxing. This home is one you won't want to miss. Contact us today for more details or a private showing! Sellers do not plan to review any offers prior to Monday, 2/23/2026, and request 48 hours for binding acceptance. *A few photos are virtually staged.",189900.0,832.0,,2.0,1.0,1.0,1.0,1.0,1965.0
condos,condo,"Cute ranch style condo with a 1 car detached garage. You will find a generous sized living room with a vaulted ceiling, a formal dining room with wood floors and sliding doors to the patio. Both bedrooms have 2 closets with double sliding doors for lots of storage! The full bath has a vanity sink and a shower over the tub. There is extra living space in the basement with a family room, bar, rec room and laundry. Come fall in love!",100000.0,890.0,1.0,2.0,1.0,1.0,1.0,1.0,1974.0
single_family,,"Welcome to this charming 3-4 bedroom Victorian in the historic King Cass district, blending original character with modern updates. The welcoming entry features a grand staircase and built-in bench, with hardwood floors, crown molding, and a pocket door between the living room and formal dining room. Through the butler's pantry enter the kitchen offering granite countertops, cherry cabinets & updated floors. Upstairs includes two spacious bedrooms, laundry, and an updated bath with jacuzzi tub, heated floors, smart mirrors, bidet, and makeup vanity. The third floor adds a kitchenette, full bath & closets perfect for a large bedroom. Finished basement with large family room, full bath & workout room. One car detached garage. Close to schools, parks, the Y, and great walking/running routes.",499900.0,3157.0,2.0,3.0,4.0,3.0,3.0,1.0,1904.0
single_family,,"Cozy 2-bed, 1-bath ranch on a corner lot in the sought-after Whistling Wings Subdivision. Perfect as a cabin in the woods, a vacation retreat, or a quiet primary home. The optional HOA provides access to the Pavilion, park, and boat ramp to the Yellow River leading to Castle Rock Lake. The large 2-car garage includes a finished bonus room (10 x 23) that works well for crafts, an office, or extra space. With 728 sq ft of potential, this home is ready for your personal touch.",139000.0,728.0,1.0,2.0,1.0,1.0,1.0,2.0,1900.0
single_family,,"This beautifully updated 4-bedroom, 2 full bathroom home truly has all the bells and whistles. From the custom flooring throughout to the tastefully renovated, tiled bathrooms, every detail has been thoughtfully designed. The open-concept layout seamlessly connects the family room and kitchen, showcasing a stunning island that's perfect for entertaining and everyday living. As you enter the home, you're greeted by a striking tiled fireplace that serves as a captivating focal point. Downstairs, you'll find an expansive lower level featuring an open gaming area and an impressive entertainment bar situated beside the home's second living room -- an ideal space for gatherings, relaxation, and hosting guests. There are simply too many highlights to list!!!!",255000.0,1900.0,1.0,4.0,2.0,2.0,2.0,2.0,1954.0
single_family,,"Tucked at the end of a quiet cul de sac, this inviting Graham Lake home offers frontage and a dock on the Lake & peaceful Leer Creek, set on more than seven private acres with walking trails to explore. The spacious primary suite features its own deck, cozy sitting area, and stunning water views from every window. A formal living room with cozy fireplace is perfect for gathering, while the bright kitchen with two islands & open concept dining area makes entertaining easy. Enjoy the expansive deck, relax in the hot tub, and take in the natural surroundings. Laundry on both levels, an indoor sauna & a charming outdoor bath house add comfort and convenience to this serene waterfront retreat. Plenty of space to roam, host guests, and truly unwind in every season. A true hidden gem!",647000.0,2300.0,,3.0,3.0,3.0,3.0,2.0,1969.0
single_family,,"[Redacted Entity] in Fox Crossing ideally placed between Neenah and Appleton! Traditional style home with flexible floor plan! Large kitchen space with granite counters. Living room with dreamy wood burning fireplace and built in cabinets. Two additional rooms with flexible use as play room, sitting, dining, office or whatever you can dream of! 1st floor laundry & powder room complete the first level. All 4 bedrooms upstairs along 2 full bathrooms. Primary suite with walk in closet, dual vanity, shower & tub. Partially finished lower level rec room awaiting your finishing touches! Stubbed for bath, too! Private back patio area & shade trees make this home perfect for your weekend cookout or book reading delight.",450000.0,2486.0,,4.0,3.0,2.0,2.0,2.0,1996.0
single_family,,"Brand-new custom-built home on a beautiful 53.15 acres with detached workshop. Home features 2625 sq ft with walkout basement ready for you to finish for added living space. Mstr has separate access to back deck overlooking your land. Huge master bath with walk in shower and soaking tub. Private toilet room and huge walk-in closet. Open living room with wood fireplace, kitchen and dining room boasts sunlight. Huge walk-in pantry, mud room/laundry off garage. Basement access in attached garage. Detached 40x80 shed has in floor heat. Garage space is 40x60 completely insulated with 16 ft ceilings and loft for storage. Great mix of hardwoods with ag and ag forest land. So much hunting possibility with beautiful walking trails. Other rm is pantry",1250000.0,2625.0,,3.0,3.0,2.0,2.0,7.0,2025.0
single_family,,"This 2 bedroom ranch home with fenced yard has had a complete makeover inside and out! BRAND NEW siding and windows (tilt in for easy cleaning), newer roof, BRAND NEW kitchen cabinets with soft close doors, new countertop, backsplash, sink and faucet, luxury waterproof vinyl floor, and new dishwasher and built-in microwave. The bath has been upgraded with new vanity and faucet, newer toilet, new tiled walls, lighting and mirror, and luxury waterproof vinyl flooring. The rest of the home has beautiful refinished hardwood floors, fresh interior paint throughout, and old charm character with arched doorways and built-ins. The lower level features laundry with included washer and dryer and utility sink, 2 new basement windows, 200 amp breaker box, new sewer lateral to road, and included bar and stools. Nothing to do here but move in, but you better hurry!",164900.0,924.0,1.0,2.0,1.0,1.0,1.0,1.0,1950.0
single_family,,"Magazine worthy best describes this ''Better Than New'' gem where Pride of Ownership shines inside & out You will fall in love the moment you enter the ''Open Concept Style'' 3br/2.5ba featuring 9' ceilings on main floor! Great Room boasts large windows w/transoms overlooking a beautiful composite deck w/serene vistas of a tranquil pond where you will enjoy watching an abundance of wildlife & birds! Stunning Kitchen/Dinette combo features Granite Ctops, Snack Bar, Tile Backsplash, Appliances & Patio Dr to the Deck.. Master Suite w/WIC & Master Bath. Solid surface tops in bathrooms. Gorgeous finished Recreation Room in lower w/full sized windows, built-in buffet & Patio doors to a cozy stamped concrete patio great for relaxing/entertaining. Super Location! Pristine for you to Move Right In!",499900.0,1862.0,1.0,3.0,2.0,2.0,2.0,3.0,2012.0
